contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
{ O	1	1	0	c'
chat est	1	0	0	pas
bras trop	1	0	0	de
mm le	1	1	0	n
peut le	2	0	2	v
est tout	19	3	5	n
du beurre	1	0	0	sur
ah tu	8	1	6	v
Pie parce+que	1	0	0	tu
s étaient	1	0	1	dans
là par	1	1	0	là
voyais ce	1	1	0	que
terminé la	1	1	0	n
roule en	1	1	0	a
faudrait d'	1	0	1	v
ne le	4	2	2	n
vois ta	1	1	0	n
un feutre	1	1	0	ou
nez au	1	1	0	n
petit Lucas	1	1	0	v
peut+être pas	1	0	0	v
forme de	6	6	0	n
cette euh	1	1	0	v
il fait	19	8	3	le
peut+être lui	1	0	1	v
jamais de	1	1	0	n
est des	27	26	0	n
vous arrive	1	0	0	à
encore en	1	1	0	v
ses doudous	1	0	0	de
fais pas	3	1	2	le
pas si	5	5	0	c'
aujourd'hui l'	1	1	0	n
pas bien	14	4	1	v
un vieux	1	1	0	n
trouvé une	2	2	0	nouvelle
hop+là en	1	1	0	a
sont tes	1	1	0	n
oh+la+la les	1	1	0	grosses
doit plutôt	1	0	1	un
met des	1	1	0	n
un outil	1	0	0	
{ chut	2	0	1	pas
celui+là le	1	1	0	n
appelle la	1	1	0	n
a comme	1	1	0	ça
oh les	3	3	0	n
est chez	1	1	0	le
va mieux	2	0	1	comme
aime le	1	1	0	n
va se	8	0	8	v
droit d'en	1	1	0	v
veux tu	1	0	1	v
me suis	6	1	5	v
ai fait	1	0	0	n
est trois	1	1	0	petits
armoire des	2	2	0	n
celui d'	1	0	0	v
vais lui	2	0	2	v
il nous	8	0	8	v
crois de	1	1	0	n
ai deux	1	1	0	n
disque de	1	0	0	n
venez tous	1	0	0	les
souffle au	1	1	0	n
boite à	1	1	0	n
la tête	1	0	0	de
sur ses	1	1	0	quatre
livres de	1	0	0	la
euh ce	1	0	0	que
lit les	1	1	0	n
dans l'	23	23	0	n
vais les	2	0	2	n
aller du	1	1	0	n
cherche autre	1	1	0	n
hop une	1	1	0	n
beau avec	1	1	0	les
micro tout	1	0	0	le
oui pour	1	0	1	le
l' on	1	0	1	v
tête le	2	2	0	n
la trouver	1	0	0	une
faut rien	1	0	1	à
{ six	1	1	0	n
font pas	1	0	0	la
Maya et	1	0	1	puis
donné son	1	1	0	n
fin du	1	1	0	n
grue du	1	1	0	n
{ ah+la+la	1	0	0	c'
cette petite	1	1	0	n
une ça	1	0	1	v
donne du	1	1	0	n
chausson puis	1	0	1	tu
compris la	1	1	0	n
tu étais	2	0	1	n
appelle du	1	1	0	n
aussi ton	1	1	0	n
{ Donald	1	0	0	
quel+est le	1	0	0	n
là il	7	0	7	est
deux mêmes	1	1	0	n
et une	4	4	0	n
pas ta	2	2	0	n
par coeur	1	0	0	de
de ta	3	3	0	n
manger à	1	0	0	ses
chose de	1	0	0	n
singe est	1	0	1	pas
ton petit	3	3	0	n
donnes la	1	1	0	n
mis à	1	0	0	ses
coupe la	2	2	0	n
ah y+a	1	1	0	des
change d'	1	1	0	v
de ton	1	1	0	n
robinet du	1	1	0	n
nourrice d'	1	0	0	v
doudous de	1	0	0	n
sera mon	1	1	0	n
envolée la	1	1	0	n
pour faire	4	0	2	un
s' il	2	1	1	te
eh eh	1	1	0	eh
va dire	1	0	0	que
trop m'	1	0	1	v
ai du	1	1	0	n
ce que	2	1	0	tu
les bonnes	1	1	0	n
vas avoir	1	1	0	le
gâteau du	1	1	0	n
quelqu' un	1	0	0	n
la mare	1	0	0	aux
n' importe	1	0	0	quoi
tournes deux	1	1	0	n
ah oui	5	1	1	c'
être quelque	1	1	0	n
puis les	2	2	0	n
il peut	3	0	3	pas
voir la	3	3	0	n
allé au	1	1	0	n
pond des	2	2	0	n
jour à	1	0	1	la
les pelles	1	1	0	
il faisait	1	0	0	pas
hein du	2	2	0	n
a tellement	2	2	0	de
manque une	2	2	0	n
de ma	1	1	0	n
plus de	18	17	0	n
jouer toute	3	3	0	n
de deux	1	1	0	Margote
vous vous	1	0	1	v
fois au	2	2	0	n
fait madame	1	1	0	j'
jouer à	2	2	0	la
bien le	4	3	1	n
vite ton	1	1	0	n
tagada une	1	1	0	n
eau chaude	1	0	0	il
a son	1	1	0	n
mets la	6	6	0	n
aux gommettes	1	0	0	en
dernière celle	1	0	0	que
tes deux	3	3	0	n
habite avec	1	0	0	les
pas lequel	1	0	1	tu
peux faire	2	1	1	un
le poisson	1	1	0	il
trois petits	1	1	0	n
jambes un	1	1	0	n
fait tous	1	1	0	ces
essaie d'	1	0	1	v
on va	87	0	75	v
petite souris	1	0	0	elle
bon voyage	1	0	0	
par le	10	9	0	n
on dit	4	3	0	des
mais en	1	0	0	n
on regarde	2	0	0	ce
alors ça	1	0	1	c'
anniversaire tu	1	1	0	n
bien en	1	1	0	n
celui de	1	0	0	maman
bout du	3	3	0	n
ouh pou	1	1	0	tu
eux ils	1	0	0	v
ah par	1	1	0	là
fait encore	1	1	0	du
envole toute	1	0	0	n
enfoncer les	1	1	0	n
l' histoire	1	0	1	de
grammes de	2	2	0	n
ou la	2	2	0	maman
été plus	1	0	0	de
éh+éh ne	1	1	0	v
l' oiseau	1	0	1	qui
perles ne	1	0	1	v
de toutes	1	1	0	les
pourquoi vous	1	0	1	v
feuille de	1	1	0	n
as l'	2	2	0	n
mieux en	1	0	0	a
fini de	2	0	2	v
mange la	1	1	0	n
pas de	34	32	1	n
celui qui	1	1	0	a
est+ce+qui se	2	0	2	v
ai un	3	3	0	n
veux t'	8	0	8	v
cachés les	1	1	0	n
dans ton	16	16	0	n
allez ça	1	0	1	y
rouleau de	1	1	0	n
nageoire du	1	1	0	n
écrit ton	1	1	0	n
j' aurais	1	1	0	bien
là les	8	8	0	n
cassées lui	1	0	0	v
vérifiera ce	1	1	0	que
très gros	2	2	0	n
fais toute	1	1	0	n
mamie elle	1	0	1	en
sous pour	1	0	1	v
du couloir	1	0	0	
poser l'	1	1	0	n
pour ce	2	2	0	n
